run,	sumdKE,	100 sections
	,	,	68.309995, 66.929985, 65.549975, 64.169965, 62.789955, 61.409945, 60.029935, 58.649925, 57.269915, 55.889905, 54.509895, 53.129885, 51.749875, 50.369865, 48.989855, 47.609845, 46.229835, 44.849825, 43.469815, 42.089805, 40.709795, 39.329785, 37.949775, 36.569765, 35.189755, 33.809745, 32.429735, 31.049725, 29.669715, 28.289705, 26.909695, 25.529685, 24.149675, 22.769665, 21.389655, 20.009645, 18.629635, 17.249625, 15.869615, 14.489605, 13.109595, 11.729585, 10.349575, 8.969565, 7.589555, 6.209545, 4.829535, 3.449525, 2.069515, 0.689505, -0.690505, -2.070515, -3.450525, -4.830535, -6.210545, -7.590555, -8.970565, -10.350575, -11.730585, -13.110595, -14.490605, -15.870615, -17.250625, -18.630635, -20.010645, -21.390655, -22.770665, -24.150675, -25.530685, -26.910695, -28.290705, -29.670715, -31.050725, -32.430735, -33.810745, -35.190755, -36.570765, -37.950775, -39.330785, -40.710795, -42.090805, -43.470815, -44.850825, -46.230835, -47.610845, -48.990855, -50.370865, -51.750875, -53.130885, -54.510895, -55.890905, -57.270915, -58.650925, -60.030935, -61.410945, -62.790955, -64.170965, -65.550975, -66.930985, -68.310995


FS_1_126_0, 10175.852, 2251.758, 3873.604, 8576.834, 1079.943, 7547.104, 11465.987, 15712.987, 10158.829, 22541.33, 22306.817, 12042.031, 5128.694, 48.665, 3315.46, -2862.053, -144.675, -4686.662, 4217.729, 4425.644, 535.945, -8098.219, -2048.615, -771.284, 3830.497, 2732.803, -7034.391, -8810.288, -6439.678, 7936.687, 6429.884, 3428.485, -3706.798, -19.361, 1434.567, 4478.544, 4943.1, 1686.703, -5874.62, -9952.066, -6984.103, 3596.323, 894.156, -793.846, 7496.806, -229.183, 2774.4, 2358.874, -13094.351, -3085.274, 11019.33, 3181.579, -7825.007, -7352.656, 6851.696, 5308.647, 9664.24, 6076.95, -8015.157, -17643.494, 7796.648, 6962.12, 2461.102, -4963.373, -5556.452, -3276.567, 8465.798, 6592.153, 6262.756, -1652.424, -5541.673, -3457.47, -8226.267, -5752.606, -113.16, 1290.759, -904.658, 1262.005, 531.039, 5333.618, -8799.441, -995.016, 1564.503, -725.649, 5095.055, 3732.105, 5785.77, 3276.598, -31796.205, -20357.307, -18099.654, -12810.458, 2632.987, 16314.93, 895.803, -11400.27, -7287.675, -11615.014, -5508.11, -5232.173, -7890.125
FS_1_126_3, 17319.398, -1238.089, -7672.464, 4448.517, 12212.447, 18592.217, 29174.854, 32408.465, 16062.602, 9136.264, 3891.378, -23.47, 3167.916, 12492.536, 10366.903, -5038.241, -2255.72, 545.335, 4878.564, 8965.079, 3611.79, -5613.938, 5564.615, 11621.448, 10662.764, 7023.123, 9375.34, 7263.226, 2973.526, 3274.555, 1203.632, -4403.52, -11103.658, -6338.893, 4155.28, -442.869, 9120.335, 3928.151, -3440.441, 385.786, 1020.015, 4490.247, -7545.152, -3358.717, -3616.805, 302.602, 3556.743, 6450.412, -12327.021, -5234.927, 3658.004, 15583.331, 1744.017, -1301.464, -8791.772, -2389.915, 9891.486, 5183.336, -8002.252, -9365.358, 2192.764, 10022.841, 600.927, -3198.811, -3150.673, 3531.258, 1506.276, 2152.044, -8272.115, -8507.587, 2022.726, 3279.43, -4545.045, -4762.546, -3900.769, 1015.128, 5161.326, 8448.799, 6268.52, -30578.591, -15576.731, -20644.898, -12754.034, -1593.153, -10011.767, -1707.234, 5857.007, -12903.691, -14397.589, -7938.091, -7821.274, -7504.051, -16774.066, 22924.854, -4403.232, -987.658, 307.912, -13056.678, -8073.433, -12919.29, -10871.571
FS_1_126_4, 38226.949, 9640.226, 13194.512, 10967.099, 6382.519, 8073.664, 28044.37, 12579.556, 7774.183, 5345.384, 8904.813, 2988.592, 11163.33, 6462.075, 15813.957, -5968.994, 103.387, -8622.671, -10728.058, -5364.75, 8117.073, 5774.808, 11373.364, 6456.65, -1182.616, -6049.482, 2032.167, 7348.854, 4942.731, 844.451, 822.911, 3655.698, 5684.615, 4319.587, 5629.534, -1116.216, 3435.516, 1224.541, -11826.448, -4568.591, 7019.436, 3788.362, -4096.132, -9815.58, 4614.711, 6173.204, 7942.146, 7507.758, -17032.058, -3903.703, -5642.186, 8813.46, 3782.376, 398.205, -1646.967, 2615.22, 5404.27, 70.483, -19489.81, -2856.15, -636.794, 18704.208, -1220.621, -2915.343, -4189.196, 3254.868, 6126.906, 5845.066, -13441.202, -6552.456, -5169.096, -1104.817, -2378.397, 811.398, 299.715, 2894.461, 1353.905, 3166.304, -4597.52, -9697.626, 4777.168, 1288.011, -2193.622, 2892.286, -584.986, 2077.519, 10439.037, -6119.487, -7977.397, -13140.703, -10127.345, -10587.137, -3995.04, 8137.019, -10662.258, -12894.618, -11702.285, -10635.805, -8958.247, -7438.665, -22239.644
FS_1_126_5, 20875.024, 7234.942, 4108.733, 8447.439, 12748.591, 24277.366, 10907.034, -3705.579, 6308.096, 6068.244, 4452.601, 5008.932, 12414.822, 12778.812, 22799.252, -9931.49, -4361.49, -1467.805, 2433.903, 3551.29, 32.125, -7563.138, 1172.342, 9458.2, 123.043, -3188.972, -3215.399, -5055.59, -12118.217, 4185.771, 6043.043, 7882.692, 1761.769, -1564.277, -935.308, 1085.676, 6608.195, 1350.37, -13595.145, -9992.814, -7897.761, 8779.93, 2741.184, 6835.033, 2178.643, 2624.651, 3902.635, 1943.897, -13625.01, -1375.391, -3506.0, 17607.995, -2406.929, -6910.244, -6590.939, 1759.458, 9507.579, 2458.671, -8527.837, -4802.396, -8476.613, 7841.991, 1313.965, -557.023, 229.548, 2269.266, 7896.172, -1751.1, -7895.704, -12163.398, 10103.5, -1875.539, -7230.535, -2450.904, -5643.508, 3613.97, 10221.955, 9253.192, -12399.485, -7166.295, -4187.591, 0.276, 705.195, 6090.156, 495.387, 6868.977, 7832.66, -10818.888, -1289.363, -4208.01, -8732.434, -9707.17, -3930.391, -791.077, -7450.874, -9101.144, 1113.961, -14474.693, -2833.223, -10344.128, -10741.285
FS_1_126_6, -52289.011, 5667.48, 2193.446, -581.993, 7036.221, 22141.813, 2259.629, 2580.498, 11053.246, 5726.435, 5186.137, -987.059, -265.928, 10892.834, 14493.855, 18541.522, -1955.282, 4125.628, -477.25, 4016.75, 173.398, 62.028, 6744.609, 2888.987, -8247.281, -9204.661, 395.243, 11402.068, 353.556, -264.459, -2540.41, 2279.759, -468.837, -1792.47, 1005.517, 966.027, 112.021, 1173.276, -16989.876, 6093.332, 2369.7, 17556.007, -4275.767, -7669.248, -3329.743, 1999.019, 8264.013, 3929.243, -8898.836, -3838.786, -2029.106, 10227.64, 4599.828, -2831.51, -6048.018, -113.259, 5327.525, -9988.048, -3485.428, -1124.711, -903.126, 11535.048, -2736.98, -8002.435, -5175.413, 8784.209, 8806.442, -2889.38, -11236.444, -6456.241, 9293.658, 489.264, -4438.16, -4242.509, -649.765, 1619.94, 874.474, 7724.198, -11009.282, -6472.308, 3571.335, 1481.608, -6142.893, -1807.262, -5911.465, 3479.62, 10490.993, -3718.529, -9249.076, -1157.582, -11480.434, -15031.374, -11392.661, 5374.105, -14080.851, -5971.07, -17682.459, -15692.217, -6443.577, -15982.451, -26288.286
FS_1_126_7, 2176.538, 2630.079, 7059.067, 9775.83, 22480.787, 5074.971, -2285.163, 3524.537, 12332.495, 7399.486, -5219.992, -1171.4, 104.61, 6410.609, 21131.346, 32454.227, 8241.374, 1739.001, -2108.414, -641.515, 555.685, -5069.13, 1251.486, -6351.87, -2472.37, -10608.082, -2484.64, 1108.445, -7276.898, -1900.644, -709.943, 4873.439, -7430.256, -14488.338, -710.843, -7218.323, 14857.543, 12585.366, -10365.676, 3195.657, -2360.441, 11030.442, 4571.349, -3374.791, -3299.35, -3531.219, 4492.789, 5764.163, -8925.469, 1565.002, 1748.365, 11477.897, 2989.377, -7146.637, -2823.738, 1375.0, 8791.861, -11326.406, -4199.173, -7247.417, -7733.278, 16313.715, -4302.073, -2314.779, -3850.125, -4788.069, 4461.522, -10473.204, 771.653, -8287.883, 6404.796, 2363.918, -8191.302, 1614.506, -6128.702, 7313.811, 8096.097, 5583.591, -17156.741, -8294.566, -2419.981, 6562.99, 4982.508, 4679.339, 4440.627, 4457.178, 3923.064, 3690.753, 1157.467, 2822.343, -1094.871, -13339.916, 12560.457, -7788.575, -10420.051, -2741.656, -14089.059, -7707.375, -13171.23, -19507.603, -16066.905
FS_1_126_9, -23250.644, 3273.027, 3133.91, 10662.265, 11327.049, -2880.824, -5466.237, -6232.1, 8383.683, 8352.605, 5772.389, -659.645, -718.027, 15024.087, 14027.062, 4148.505, 3514.73, 15235.445, -571.201, -610.259, 9187.08, 7297.019, 9988.188, -849.332, -3356.978, -2019.774, -1418.932, 3061.396, -11907.747, -4844.012, -7058.736, 4605.377, 1498.654, 70.242, 9095.456, -3113.786, 5871.876, -5669.592, -5479.721, -558.33, 1776.26, 10453.368, -367.985, -6237.722, -3448.097, 1971.974, 4148.811, -5796.159, 1279.976, 1434.537, -6560.061, 5681.407, -2914.747, -5067.343, -2863.286, 9545.832, 11424.506, -15007.189, 5114.49, -7465.948, -3407.313, 13709.588, -8448.208, -1264.568, -8484.737, 4871.324, 8724.112, -9388.987, -4674.571, -2564.016, 2143.384, -773.639, -5612.074, -9217.648, 2114.139, 13570.419, 12367.382, -8670.064, -7858.02, 949.187, -1903.549, 2542.826, 1587.541, -3156.864, -2060.619, 3330.657, -10729.622, 10150.706, 7100.828, 3750.17, -8257.284, -16263.869, 12561.003, -12107.796, -10320.789, -2487.785, -19224.472, -6503.417, 2189.075, -19842.737, -28907.774
FS_1_168_0, -44493.621, 19800.514, 17720.546, 16730.159, 16469.474, 32704.381, 11229.743, 16644.857, 27579.22, 76603.288, 53513.598, 14333.569, 15970.56, 17152.411, 2927.941, -13260.469, 22037.92, 12642.869, 22332.751, 2416.332, -454.757, -21503.784, 9574.892, -18113.866, -27301.133, -12396.789, -14343.517, -8637.847, -6380.092, -10248.301, -801.442, -4995.032, 9798.393, -18537.677, -13957.864, 6626.787, 19044.781, 7235.639, -13336.352, -17390.402, 20685.265, 4640.103, -8136.803, -8665.236, -25555.273, -32461.935, 12268.103, 27163.468, 648.098, -33457.341, -2595.905, 1527.634, 1526.843, -10240.402, 29358.687, 25789.63, 14376.907, -22221.635, -24944.114, 25643.766, 34160.867, -21708.579, -25860.784, 4932.04, 14734.673, 36953.569, 34142.519, 390.0, 4959.646, 2159.859, -3843.27, -4530.735, 337.959, -5367.96, 12135.679, 12330.961, -31828.354, -27509.446, -27328.16, -3229.579, -23465.519, -29171.369, -35771.082, -2161.531, 1393.75, -33184.661, -20102.792, -8319.261, -20800.996, -19496.414, -15861.772, -8323.354, -6861.757, 21766.726, 8471.058, -5697.586, -20666.718, -7494.937, -16179.053, -19138.542, -34239.874
FS_1_168_3, 21435.703, 9170.262, 4823.006, 9325.416, 17539.725, 35556.962, 14977.577, 18116.653, 38264.641, 5840.66, 34718.084, 27666.526, -21027.717, -23897.606, -7536.502, -22497.483, -19436.64, -3291.81, 6437.394, -5850.195, -4162.494, -29907.404, 393.243, -7685.836, 7277.93, 12826.349, 22515.012, 4349.771, -4252.508, -6816.951, -6574.642, 4889.796, -15697.457, -13005.755, 7595.396, -2907.578, 17205.478, 11862.04, 3530.543, -3717.734, 30484.103, -10816.916, -7686.963, 221.826, 6081.304, -7767.828, 20538.119, 27579.384, -3578.222, -5048.578, -2052.936, 2784.74, 971.527, -6034.381, -1855.846, 6635.464, 4909.506, -11928.09, -6889.973, 16423.111, 11465.193, -2667.621, -31285.763, -3611.929, 8963.409, 22426.87, 15630.408, -46990.784, -21870.894, 7789.684, 9860.161, 12227.471, 6711.295, -22362.806, -300.02, 9658.526, -12925.115, 1585.04, 4670.58, -15729.719, -6812.319, -24562.209, -7833.136, 11764.585, 16150.575, -29713.061, -2035.773, 16914.584, 14588.645, -514.855, 10392.229, -11572.322, -4254.916, 13207.143, 2161.845, -15121.885, -17048.139, -13129.373, -10368.008, -22244.342, -21363.055
FS_1_168_4, 152241.196, 17220.092, 24735.731, 19942.217, 4153.686, 4392.613, 8515.076, 24180.931, 33435.721, 5716.617, 15672.817, 24606.562, 18200.367, 39929.121, 50531.372, 14424.855, 4374.008, -6983.816, -7555.6, -15091.377, 15503.773, 4828.399, 14062.114, -9536.156, -10768.63, -1383.43, 18948.659, 8257.241, -713.865, -5601.481, -3412.612, 6774.726, -853.315, 7295.604, 10326.937, 1770.158, 3006.333, -892.948, -7426.098, -14183.171, 17347.245, 1366.131, -18016.0, -5026.428, 13530.017, 9196.589, 1004.752, 24917.561, -7784.158, -22573.866, -5725.282, -7619.681, -2638.043, 5113.415, 5659.239, 18609.155, -7649.645, -22152.352, -21561.883, 18976.256, 16364.469, 2555.839, -13686.52, -10464.459, 13741.128, 23024.612, -18936.783, -24178.365, 189.061, -5345.989, 2897.12, 416.894, 6637.367, -6645.533, 10275.007, -4391.653, -14001.233, -2219.429, 7351.676, -1254.993, -11142.837, -37051.166, -11440.846, 18270.395, 4712.394, -7086.714, 9275.15, 8252.567, 7050.947, 374.603, -13595.06, -9180.563, 15063.866, 1427.571, -11935.287, -17626.618, -5198.802, -21502.959, -16263.128, -24804.676, -19062.109
FS_1_168_5, 17643.474, 12389.573, 11004.223, 18227.136, 18410.038, 33568.25, 27446.906, 20633.706, 6492.872, 10157.788, 14911.593, 42625.831, 38310.655, 20821.386, -2145.285, -12888.076, -10986.624, 4164.2, 9728.757, 3453.472, 5492.447, -9383.456, -5429.888, -4766.254, -505.347, 9926.536, 7137.255, -20744.804, -24794.919, 6040.079, 8278.65, 18995.918, -17587.191, 3608.559, 1160.629, -741.921, -7916.656, 10417.058, -3185.494, -19116.649, -7627.99, -5193.911, 5491.37, 16024.076, 8215.863, 15216.497, -9577.088, 21370.095, -11535.214, -23928.535, -447.84, 10273.144, -12470.772, -4764.239, -7543.227, 11233.676, -49.491, -11615.459, 3312.206, 6877.699, -3530.47, -18023.663, -980.523, -4502.457, 33139.234, 11159.295, -39305.296, -5519.988, -55.268, 14683.423, -2969.295, 6198.708, -9813.356, -12808.134, 681.17, 12554.759, -6660.344, 16705.089, -6656.36, -12375.185, -24758.238, -41053.064, 2395.647, 32962.645, -6553.15, -588.308, 1779.116, -7873.114, 20635.687, 9313.26, -16297.076, 879.88, -877.669, -18393.334, -19462.489, -14087.256, -27812.979, -22157.518, -14238.573, -26627.272, -7935.876
FS_1_168_6, -71708.933, 15487.289, 6470.055, 3692.074, 9308.9, 17679.23, 33566.008, 23332.607, 1182.764, -6027.696, -1254.839, 33244.214, 28773.94, 10703.762, -6567.778, 9419.453, -3554.023, 15941.332, 2901.051, -2084.227, 4920.257, -5946.955, -6306.366, -13090.379, -17801.465, -4769.076, 14136.449, 16832.012, -2372.209, -1431.037, -10912.11, 88.443, -10608.119, 5475.244, 10955.102, -87.939, -12597.56, -6544.005, -3159.482, 1870.146, 26865.761, -4001.109, -15546.081, -3237.708, 3574.491, 8709.514, -6683.728, 17544.586, -9670.011, -14178.028, -2627.431, 12712.998, -5335.217, 513.055, -1037.684, 5904.139, -16877.15, -20656.83, -893.788, 24036.135, 2635.215, -385.166, -11231.593, -13512.963, 587.198, 15393.526, -17858.99, -17333.311, 6768.066, 5293.387, 11315.463, 4892.53, -2001.68, -2729.815, -8372.454, 5832.444, -5394.014, 8898.5, -7646.157, -3776.342, -14000.604, -45586.864, -304.138, 12517.38, -17926.419, 4218.116, -13931.125, -709.583, 15805.085, 19804.303, -27198.493, -28868.796, 22412.156, 15810.425, -18628.844, -21010.806, -23763.262, -22240.07, -19861.222, -20105.131, -9495.861
FS_1_168_7, 30328.802, 3163.008, 10749.398, 12798.823, 15312.954, 11788.62, 28038.73, 13088.692, 2308.038, 7953.544, 13991.296, 14160.05, 36786.176, 37730.976, 18694.623, 18783.621, 5361.334, 22790.934, 9394.155, -5687.037, 9752.654, -4821.643, -18419.204, -13475.53, 2010.753, -7811.273, 16256.665, 5429.726, 2178.882, 8277.404, -10135.857, 3728.925, -27051.991, -4621.362, -4101.529, -7660.521, 13372.81, 6856.189, 15875.031, -8443.624, 1197.785, 4794.492, -4489.055, -2283.573, 4658.548, -8094.073, -29070.261, 9797.604, -34513.294, -16804.113, 16251.088, -2239.749, -5666.788, -7466.226, -14398.904, -4244.451, -10925.096, -10399.71, -20419.476, 5653.35, 11381.941, 4547.389, -9009.364, 11803.323, 9843.1, -2206.115, -21542.327, -27845.485, 8086.497, 35842.959, 160.573, 5467.785, -2152.064, -8441.188, -2691.478, -1809.82, 221.19, 19020.046, -17866.205, -11100.196, -33769.246, -24166.267, 26976.351, 584.629, -2159.26, 18271.727, -1017.371, -4963.534, 9267.615, 29957.316, -8262.327, -13101.43, 1536.259, 22573.602, -21006.89, -25135.527, -13922.122, -12483.313, -17591.657, -24568.138, -4144.717
FS_1_168_9, -21408.207, 14308.994, 5854.743, 8897.759, 20186.908, 3225.124, 18543.345, -27954.894, 8042.982, 9488.578, 7648.953, 5906.34, 7145.159, 29118.584, 39488.455, 24509.878, -4839.975, -8380.151, -11531.766, -4703.65, 9551.114, 11145.168, 566.705, -1047.006, -7250.586, -2305.347, 19683.068, 5766.165, -12516.223, -14616.358, -24313.84, 875.43, 6061.286, 12585.029, 6543.331, 8762.367, -6376.657, 396.892, 2277.985, -27253.741, 30978.413, -5228.342, -2791.523, 10921.776, 105.721, 1308.585, -11292.307, -4237.572, -22513.613, 11144.0, 16184.354, -14084.535, -12878.982, 7449.625, 6886.729, 14959.267, -14955.98, -7818.225, -182.651, 14027.526, -3910.566, -5530.046, -1642.197, 397.008, -16694.727, -20480.195, -17866.186, 6545.202, 7991.175, 21106.257, -3625.636, -5945.01, -2048.411, -7651.382, -3649.046, -766.955, 22425.979, 6824.448, 43.899, -28843.262, -10098.53, 8195.416, 1354.502, -32820.83, 11783.538, 14187.32, -14185.05, 5159.619, 13379.876, 37009.801, -10763.265, -31718.114, -6212.51, -2519.427, -5266.404, -9385.061, -2937.307, -16935.939, -23077.272, -30480.374, -14230.964
FS_1_210_0, -266685.428, 51995.118, 51006.22, 51552.885, 49873.689, 65065.428, 48236.95, 530.922, -11944.24, 12707.522, 34814.26, 31073.218, 55499.392, 59192.133, -14944.784, -20694.03, -17238.331, 4809.406, -12073.784, 4104.716, -18465.405, 7916.273, -12960.387, -4242.712, -5761.061, 7287.879, -23662.355, -34593.277, -1048.069, 39832.021, 23251.567, 15398.416, 13344.044, -5083.931, 26025.042, -7909.205, -29912.794, 1487.546, -18667.307, -10380.512, -2603.677, -16006.096, -23664.231, 61280.167, 26122.386, 18196.072, 33949.771, -76722.904, 18549.576, 18835.936, -14998.059, -59382.642, -4086.65, 193.754, 34291.64, 10118.127, -10846.894, 32422.098, -17290.793, -20154.175, -6355.565, 45814.985, -20014.886, -49180.122, -46100.221, -19712.058, -51377.787, -60978.467, -75264.294, -16270.554, -18462.811, -18223.9, -76852.5, -36713.813, 4015.827, 14142.667, -35896.173, -16788.027, 12794.143, -958.373, -3413.331, 5363.48, -7555.551, -31846.738, -27042.454, -10898.103, 24326.255, 12975.887, -6252.352, 6330.035, -2850.845, 26630.483, -5477.652, -7730.197, 16043.313, -67109.096, -21966.174, -25077.026, -15185.085, -30104.608, -37089.606
FS_1_210_3, 272809.313, 12972.549, 14798.676, 46139.27, 85966.145, 120008.715, 95718.998, 68246.945, 51333.724, 26261.248, 18790.916, 14854.151, 64077.949, 8342.741, 27139.436, -25694.073, -25078.495, -15194.256, 851.683, -21620.645, -7168.803, -23344.311, -5452.946, -6647.954, 21837.615, 21112.612, -562.39, -12941.251, 10537.781, 8241.115, 21413.817, 2762.016, -26053.322, -39037.803, 38501.628, 7576.601, -21235.513, -3061.684, 12813.257, -6079.975, 10719.345, -28190.843, -6239.524, -8601.954, 35760.969, -7527.733, 39427.575, -64479.102, -3780.619, 14344.517, -44865.372, -29178.701, -15130.241, -25959.504, -29386.772, -11370.973, -32770.265, -4726.697, 12695.139, -40972.295, 10874.853, 11970.076, -33630.032, -34430.581, -47237.811, -8863.349, -3276.223, -29721.694, -46246.357, -3348.67, 216.077, 16610.49, -62264.55, -10158.535, 14414.32, 36256.43, 1121.481, 4834.857, 24894.225, 32740.295, 28122.09, 56541.352, 3594.753, 16803.726, 795.538, -17966.283, -6410.362, 8834.435, 722.715, 27133.673, 34662.325, -1370.13, -12372.981, 4982.614, -5271.725, -27249.7, 661.895, 14128.213, -26382.311, -10435.807, -12363.141
FS_1_210_4, -31489.014, 24194.687, 47179.213, 30671.318, 42776.68, 15443.846, 8076.82, 30913.155, 51740.885, 9746.168, 14889.86, 25507.116, 63377.423, 6429.644, 33655.115, 14996.538, -10814.306, -26594.194, -40242.822, -18841.139, 35861.087, 1744.664, -2867.678, 7257.09, -11518.486, -9625.478, -4034.138, -4989.981, 35892.401, -6280.023, 8188.271, -8436.644, 37184.528, -18189.414, 16619.918, 4068.025, -6308.562, -4695.229, -26741.12, -26713.625, -13009.933, 19793.229, -29295.463, -26123.679, 92962.491, 5904.81, 41016.337, -74299.81, 16932.345, -1139.831, -36515.176, -24509.79, 9024.298, -9367.071, 8646.184, -13093.222, 3230.786, -21862.804, 9399.002, -8184.471, 8153.738, 27231.049, 27462.707, -42904.524, -27826.351, -35906.665, -52866.394, -13330.499, -43697.243, -46592.757, -9672.344, -48505.383, -32824.168, -42870.222, 30643.577, 44847.201, -23924.518, 51342.063, 26120.576, -19170.655, -8532.847, 5768.107, 19039.892, 45123.581, 40785.075, 19417.914, 36157.388, 12015.341, -2490.636, 31664.897, -3933.321, -5219.893, -11767.121, -15775.91, 25998.181, -23002.492, -7273.178, -56447.262, -110912.96, -63815.3, -23027.502
