run,	sumSx,	100 sections
	,	,	68.309995, 66.929985, 65.549975, 64.169965, 62.789955, 61.409945, 60.029935, 58.649925, 57.269915, 55.889905, 54.509895, 53.129885, 51.749875, 50.369865, 48.989855, 47.609845, 46.229835, 44.849825, 43.469815, 42.089805, 40.709795, 39.329785, 37.949775, 36.569765, 35.189755, 33.809745, 32.429735, 31.049725, 29.669715, 28.289705, 26.909695, 25.529685, 24.149675, 22.769665, 21.389655, 20.009645, 18.629635, 17.249625, 15.869615, 14.489605, 13.109595, 11.729585, 10.349575, 8.969565, 7.589555, 6.209545, 4.829535, 3.449525, 2.069515, 0.689505, -0.690505, -2.070515, -3.450525, -4.830535, -6.210545, -7.590555, -8.970565, -10.350575, -11.730585, -13.110595, -14.490605, -15.870615, -17.250625, -18.630635, -20.010645, -21.390655, -22.770665, -24.150675, -25.530685, -26.910695, -28.290705, -29.670715, -31.050725, -32.430735, -33.810745, -35.190755, -36.570765, -37.950775, -39.330785, -40.710795, -42.090805, -43.470815, -44.850825, -46.230835, -47.610845, -48.990855, -50.370865, -51.750875, -53.130885, -54.510895, -55.890905, -57.270915, -58.650925, -60.030935, -61.410945, -62.790955, -64.170965, -65.550975, -66.930985, -68.310995


FS_1_126_0, -59675.331, -226.616, -402.759, -449.117, -474.436, -494.211, -511.762, -529.637, -548.636, -568.548, -589.662, -609.364, -626.875, -642.252, -654.99, -666.094, -675.291, -684.04, -692.666, -701.452, -709.891, -717.34, -723.484, -727.728, -730.047, -730.895, -730.222, -728.566, -726.901, -725.077, -724.252, -722.815, -721.399, -718.468, -715.122, -710.469, -705.919, -700.828, -696.029, -692.451, -689.375, -687.189, -684.375, -682.286, -679.093, -675.11, -671.154, -666.558, -663.243, -661.207, -660.125, -659.97, -659.937, -659.109, -657.674, -655.701, -653.027, -650.743, -649.504, -649.118, -649.51, -650.461, -651.426, -651.897, -651.946, -651.771, -651.522, -651.664, -653.098, -656.253, -661.127, -667.66, -676.686, -690.344, -704.575, -716.093, -718.686, -712.717, -697.508, -675.681, -649.891, -621.101, -591.524, -561.675, -532.14, -503.319, -475.1, -447.516, -421.212, -395.3, -369.161, -343.649, -317.237, -290.88, -263.879, -237.17, -210.489, -183.861, -157.42, -130.406, -110.969
FS_1_126_3, -60380.067, -218.488, -397.228, -449.958, -474.889, -493.904, -510.711, -527.872, -546.176, -566.403, -587.666, -608.368, -627.331, -644.22, -658.483, -670.857, -681.648, -691.811, -701.013, -710.307, -719.487, -727.198, -733.701, -738.481, -741.358, -742.069, -741.526, -739.988, -737.62, -736.348, -734.634, -734.031, -732.093, -730.047, -726.405, -722.413, -717.296, -712.516, -707.732, -704.166, -701.431, -699.125, -696.754, -694.365, -691.38, -687.655, -683.627, -679.566, -676.701, -674.89, -674.044, -673.981, -673.952, -673.266, -672.005, -670.249, -667.938, -666.032, -665.028, -664.568, -664.86, -665.757, -666.606, -667.456, -668.07, -668.128, -668.059, -668.254, -669.573, -672.486, -677.499, -684.615, -694.84, -709.48, -723.505, -732.543, -732.586, -722.932, -704.346, -679.664, -651.861, -621.857, -591.145, -560.702, -530.621, -501.415, -472.195, -444.254, -417.476, -391.325, -365.542, -339.597, -313.221, -286.102, -259.226, -231.835, -204.651, -177.374, -149.548, -120.192, -75.675
FS_1_126_4, -60674.979, -216.662, -389.237, -441.952, -467.693, -487.745, -505.921, -524.324, -543.677, -564.529, -586.426, -607.581, -626.861, -643.894, -658.557, -671.175, -682.335, -692.794, -702.434, -711.882, -721.289, -729.383, -736.12, -740.97, -744.05, -744.903, -744.444, -743.196, -741.081, -739.758, -738.27, -737.502, -735.776, -733.67, -730.273, -726.298, -721.413, -716.662, -711.994, -708.487, -705.82, -703.738, -701.906, -699.609, -696.885, -693.651, -689.834, -686.021, -683.195, -681.565, -681.08, -681.297, -681.382, -680.827, -679.733, -678.154, -676.087, -674.324, -673.324, -672.855, -673.142, -674.141, -675.122, -675.949, -676.538, -676.622, -676.478, -676.669, -677.964, -680.756, -685.631, -692.858, -703.527, -718.233, -731.885, -740.077, -738.999, -728.012, -708.417, -682.958, -654.487, -624.095, -592.893, -562.167, -531.602, -501.956, -472.398, -444.483, -417.162, -390.796, -364.765, -338.948, -312.371, -285.392, -258.158, -230.809, -203.348, -175.518, -146.898, -116.417, -63.833
FS_1_126_5, -60910.457, -211.426, -376.961, -430.96, -458.367, -479.675, -499.055, -518.371, -538.163, -559.688, -582.498, -604.254, -623.935, -641.354, -656.448, -669.843, -681.578, -692.557, -702.614, -712.774, -722.205, -730.469, -737.349, -742.241, -745.501, -746.74, -746.339, -744.807, -742.925, -741.575, -740.682, -739.932, -738.642, -736.607, -733.782, -730.116, -725.888, -721.335, -717.197, -713.99, -711.85, -709.91, -708.37, -706.352, -703.805, -700.909, -697.347, -694.008, -691.565, -690.136, -689.708, -689.799, -689.657, -688.948, -687.685, -685.934, -683.924, -682.258, -681.27, -680.799, -680.926, -681.667, -682.411, -682.913, -683.121, -683.029, -682.786, -683.048, -684.516, -687.42, -692.245, -699.495, -710.57, -725.182, -738.381, -745.535, -743.264, -731.136, -710.623, -684.391, -655.532, -624.85, -593.116, -562.191, -531.392, -501.445, -472.04, -444.66, -417.461, -391.775, -365.848, -340.235, -313.644, -286.692, -259.402, -231.985, -204.107, -175.446, -145.925, -114.021, -52.955
FS_1_126_6, -61267.533, -202.941, -360.968, -419.152, -448.707, -471.039, -491.182, -511.073, -531.73, -554.112, -577.248, -599.587, -620.038, -638.525, -654.311, -667.848, -679.822, -691.017, -701.549, -712.259, -722.46, -731.219, -738.508, -743.841, -747.36, -748.704, -748.577, -747.066, -745.582, -744.523, -744.435, -744.433, -743.886, -742.616, -740.414, -737.053, -732.727, -728.106, -724.63, -721.883, -720.481, -718.953, -717.848, -715.915, -713.126, -710.21, -706.522, -703.342, -701.099, -699.583, -698.832, -698.66, -698.382, -697.59, -696.262, -694.323, -692.111, -690.276, -689.182, -688.758, -688.872, -689.511, -690.19, -690.617, -690.738, -690.705, -690.456, -690.625, -692.163, -695.146, -699.978, -707.164, -718.246, -732.397, -744.769, -750.758, -747.17, -734.158, -712.628, -686.34, -657.659, -627.83, -597.221, -567.033, -536.848, -506.871, -477.745, -450.46, -423.266, -397.638, -371.751, -345.674, -318.799, -291.546, -263.571, -235.782, -207.443, -178.345, -148.272, -115.88, -42.682
FS_1_126_7, -61614.249, -189.762, -341.805, -406.54, -438.753, -461.942, -482.68, -502.971, -524.139, -547.034, -571.034, -594.26, -615.316, -634.406, -650.541, -664.457, -677.196, -688.443, -699.326, -710.525, -721.397, -731.273, -739.736, -746.081, -750.445, -752.613, -753.332, -752.846, -752.407, -752.119, -752.289, -752.389, -751.855, -750.656, -748.156, -744.816, -740.564, -736.002, -732.269, -729.159, -727.533, -725.776, -724.637, -722.87, -719.932, -716.847, -712.901, -709.481, -707.302, -706.313, -706.185, -706.4, -706.192, -705.269, -703.665, -701.317, -698.756, -696.52, -694.971, -694.425, -694.652, -695.404, -696.183, -696.524, -696.33, -695.966, -695.281, -694.833, -695.671, -698.073, -702.581, -709.882, -721.835, -737.094, -750.305, -756.783, -753.518, -740.637, -719.123, -693.708, -666.062, -637.143, -607.074, -576.565, -546.222, -515.809, -486.807, -459.387, -432.005, -405.914, -379.354, -352.444, -324.724, -296.762, -268.259, -239.947, -211.196, -181.876, -151.239, -120.244, -32.002
FS_1_126_9, -62396.256, -156.304, -312.615, -387.918, -424.685, -448.959, -469.681, -490.387, -512.064, -536.588, -562.168, -586.695, -608.917, -628.8, -646.083, -661.097, -674.501, -686.913, -699.034, -711.511, -723.387, -734.737, -744.394, -751.095, -755.767, -758.239, -759.121, -759.693, -760.647, -762.285, -764.603, -765.798, -766.232, -764.971, -762.82, -758.895, -754.287, -749.433, -745.363, -742.44, -740.919, -739.596, -738.039, -735.791, -731.906, -727.391, -722.261, -717.87, -714.727, -712.911, -711.854, -710.983, -709.826, -708.29, -706.35, -703.88, -701.459, -699.529, -698.399, -698.462, -699.187, -700.064, -701.176, -702.289, -703.356, -704.865, -706.725, -709.206, -713.002, -718.416, -725.866, -736.034, -750.253, -766.439, -779.319, -784.942, -780.313, -766.768, -745.272, -719.82, -692.641, -664.026, -633.799, -602.393, -570.691, -538.598, -508.453, -479.401, -450.349, -421.667, -392.858, -363.766, -334.463, -304.994, -275.054, -245.264, -214.821, -184.004, -151.938, -113.595, -20.598
FS_1_168_0, -102302.943, -385.304, -676.836, -760.043, -801.961, -837.847, -875.428, -913.116, -947.89, -979.126, -1009.25, -1036.982, -1061.641, -1083.638, -1105.056, -1125.385, -1144.243, -1163.048, -1181.31, -1198.402, -1214.515, -1228.244, -1239.559, -1248.428, -1254.326, -1257.258, -1257.342, -1253.674, -1248.567, -1242.138, -1235.401, -1227.245, -1221.26, -1215.375, -1211.447, -1207.386, -1204.783, -1202.329, -1199.958, -1197.35, -1193.362, -1188.594, -1181.307, -1175.044, -1167.387, -1159.353, -1151.672, -1142.924, -1135.929, -1130.379, -1125.852, -1123.352, -1122.665, -1122.985, -1124.352, -1126.091, -1126.737, -1127.195, -1127.718, -1127.365, -1125.695, -1123.168, -1120.48, -1117.773, -1115.433, -1113.916, -1113.262, -1113.63, -1116.245, -1121.631, -1129.702, -1140.686, -1156.651, -1181.779, -1209.026, -1231.86, -1238.789, -1229.815, -1203.713, -1164.788, -1118.157, -1066.025, -1012.446, -958.613, -906.121, -855.756, -807.427, -761.342, -717.406, -675.274, -634.28, -593.824, -552.034, -509.92, -465.912, -421.812, -376.925, -331.794, -286.869, -240.956, -208.649
FS_1_168_3, -103541.651, -382.027, -677.119, -765.863, -806.189, -842.115, -877.85, -913.338, -946.042, -977.202, -1007.323, -1036.616, -1063.372, -1088.484, -1111.389, -1132.835, -1152.865, -1173.575, -1192.943, -1210.842, -1227.615, -1241.813, -1254.237, -1264.102, -1270.958, -1274.53, -1274.917, -1272.389, -1267.38, -1262.219, -1254.479, -1248.328, -1241.15, -1236.053, -1231.02, -1227.611, -1223.992, -1222.24, -1220.074, -1217.695, -1213.953, -1209.266, -1203.168, -1196.997, -1190.149, -1182.245, -1173.96, -1165.801, -1159.396, -1154.232, -1150.124, -1147.757, -1147.04, -1147.206, -1148.439, -1150.44, -1151.987, -1153.251, -1153.981, -1153.34, -1151.874, -1149.938, -1147.342, -1144.991, -1143.047, -1141.536, -1140.912, -1141.376, -1144.006, -1149.369, -1158.184, -1170.574, -1188.702, -1215.247, -1241.626, -1259.874, -1262.463, -1247.263, -1215.334, -1171.071, -1120.403, -1065.845, -1010.282, -955.673, -902.763, -852.148, -802.565, -755.74, -712.254, -670.323, -629.464, -588.016, -545.77, -502.153, -458.074, -412.564, -366.885, -321.119, -274.325, -224.324, -142.707
FS_1_168_4, -104083.585, -378.732, -665.763, -754.939, -795.565, -832.775, -870.224, -907.527, -942.481, -975.302, -1005.54, -1034.684, -1062.172, -1087.332, -1111.296, -1133.979, -1155.588, -1177.033, -1196.993, -1216.064, -1233.488, -1248.812, -1262.103, -1271.941, -1279.101, -1282.317, -1281.88, -1278.921, -1273.275, -1267.261, -1259.195, -1252.205, -1245.483, -1240.663, -1236.449, -1233.711, -1230.923, -1228.901, -1226.705, -1225.145, -1222.464, -1218.749, -1214.006, -1207.722, -1200.35, -1192.64, -1184.575, -1176.931, -1170.663, -1165.466, -1161.602, -1159.627, -1159.206, -1159.768, -1161.275, -1163.282, -1164.942, -1166.544, -1167.772, -1167.6, -1166.6, -1165.269, -1163.186, -1160.804, -1158.593, -1156.832, -1155.985, -1156.681, -1159.532, -1164.602, -1172.705, -1184.69, -1203.184, -1229.735, -1255.495, -1272.318, -1273.383, -1256.589, -1223.615, -1178.498, -1126.97, -1071.648, -1014.769, -959.05, -904.689, -852.507, -801.946, -755.034, -710.397, -667.654, -626.083, -584.558, -542.009, -498.623, -454.609, -410.04, -364.919, -319.126, -271.64, -219.752, -121.613
FS_1_168_5, -104496.751, -368.723, -643.495, -734.317, -780.488, -822.563, -861.062, -898.924, -934.661, -968.92, -1000.668, -1030.082, -1057.477, -1083.417, -1108.091, -1131.339, -1152.917, -1174.176, -1194.327, -1214.118, -1231.876, -1246.94, -1260.117, -1270.273, -1277.706, -1281.684, -1282.657, -1280.943, -1277.202, -1271.932, -1265.739, -1259.177, -1252.958, -1247.427, -1243.395, -1240.355, -1238.012, -1235.973, -1234.274, -1232.584, -1230.573, -1226.955, -1222.588, -1216.883, -1210.505, -1204.265, -1197.1, -1190.348, -1184.801, -1180.193, -1176.788, -1174.982, -1174.439, -1174.788, -1175.909, -1177.339, -1178.57, -1179.641, -1180.234, -1179.487, -1177.805, -1175.999, -1173.725, -1171.024, -1168.498, -1166.655, -1165.704, -1166.68, -1170.261, -1176.164, -1184.841, -1197.436, -1217.041, -1243.782, -1269.192, -1284.627, -1283.408, -1263.968, -1228.583, -1180.881, -1127.42, -1070.708, -1012.625, -956.664, -902.597, -851.125, -802.244, -757.14, -713.409, -672.112, -631.225, -590.325, -548.453, -505.351, -461.05, -415.718, -369.473, -322.0, -272.929, -218.325, -102.207
FS_1_168_6, -105264.562, -356.535, -618.728, -717.154, -767.395, -809.59, -849.761, -888.609, -924.559, -959.293, -991.926, -1021.397, -1049.074, -1075.912, -1101.184, -1125.481, -1149.382, -1172.676, -1194.372, -1215.288, -1234.284, -1249.978, -1263.39, -1273.947, -1281.951, -1286.097, -1287.18, -1284.684, -1281.034, -1275.323, -1269.819, -1264.275, -1259.664, -1255.775, -1252.613, -1250.941, -1250.515, -1250.105, -1249.878, -1248.4, -1246.416, -1242.681, -1238.716, -1233.489, -1227.421, -1221.944, -1215.036, -1208.368, -1202.669, -1197.873, -1194.233, -1191.822, -1190.263, -1189.76, -1190.432, -1191.465, -1192.195, -1192.499, -1192.287, -1191.337, -1189.822, -1188.27, -1186.681, -1185.412, -1185.027, -1185.814, -1186.916, -1188.736, -1192.208, -1197.097, -1204.248, -1215.327, -1233.719, -1258.612, -1281.646, -1294.516, -1290.725, -1269.924, -1232.635, -1184.649, -1131.405, -1076.327, -1020.833, -967.977, -917.808, -869.766, -824.042, -779.335, -733.84, -689.336, -645.376, -601.327, -557.315, -512.921, -467.787, -422.26, -375.595, -327.385, -277.334, -223.294, -82.243
FS_1_168_7, -106189.305, -340.731, -591.904, -696.111, -750.232, -794.498, -836.971, -876.994, -914.021, -949.75, -982.776, -1013.03, -1041.505, -1069.456, -1095.69, -1120.879, -1145.785, -1169.194, -1190.8, -1212.6, -1232.955, -1250.057, -1264.93, -1276.394, -1285.086, -1290.152, -1292.3, -1291.729, -1289.783, -1285.516, -1280.595, -1275.083, -1270.017, -1266.144, -1262.731, -1261.021, -1260.084, -1259.744, -1260.097, -1259.871, -1259.744, -1257.364, -1254.041, -1248.724, -1241.856, -1235.706, -1228.659, -1222.139, -1216.38, -1211.274, -1207.467, -1205.429, -1204.759, -1205.213, -1206.451, -1207.545, -1208.372, -1208.774, -1208.321, -1206.938, -1204.644, -1202.216, -1200.44, -1199.737, -1199.994, -1201.095, -1201.852, -1202.682, -1205.389, -1210.843, -1220.3, -1234.84, -1257.032, -1284.487, -1308.048, -1319.963, -1314.67, -1291.771, -1251.774, -1202.246, -1148.071, -1093.051, -1038.992, -987.305, -937.848, -889.323, -843.134, -798.006, -753.358, -709.87, -666.545, -622.375, -577.246, -531.263, -484.266, -436.584, -387.734, -337.503, -285.019, -231.765, -63.656
FS_1_168_9, -107764.996, -277.938, -534.036, -659.238, -724.356, -775.445, -821.454, -863.841, -901.515, -936.758, -970.233, -1001.758, -1031.855, -1060.71, -1088.598, -1115.197, -1141.684, -1166.882, -1191.278, -1214.369, -1235.333, -1253.875, -1270.418, -1284.119, -1295.278, -1300.868, -1301.999, -1301.205, -1299.604, -1297.578, -1295.68, -1291.462, -1287.7, -1283.518, -1281.244, -1279.578, -1279.383, -1279.177, -1278.741, -1276.81, -1273.509, -1269.159, -1265.406, -1263.182, -1261.441, -1260.266, -1257.068, -1251.927, -1245.301, -1237.888, -1229.784, -1222.043, -1216.36, -1213.55, -1212.827, -1212.671, -1212.518, -1211.756, -1210.007, -1208.149, -1206.678, -1207.809, -1215.43, -1228.534, -1240.674, -1249.172, -1254.383, -1258.298, -1262.828, -1268.828, -1278.353, -1293.685, -1316.616, -1342.983, -1364.873, -1375.625, -1368.142, -1343.902, -1304.742, -1257.088, -1204.128, -1146.868, -1087.405, -1029.558, -975.296, -924.04, -875.223, -826.413, -777.978, -729.87, -683.161, -636.241, -588.956, -541.085, -492.288, -442.867, -391.675, -339.547, -285.335, -217.963, -44.932
FS_1_210_0, -155233.547, -612.789, -1045.533, -1169.887, -1234.538, -1280.378, -1321.721, -1355.988, -1393.13, -1428.327, -1471.299, -1524.349, -1580.431, -1631.969, -1673.01, -1706.605, -1733.083, -1758.877, -1780.202, -1802.012, -1820.272, -1833.103, -1844.965, -1854.736, -1863.492, -1871.19, -1875.502, -1876.0, -1874.462, -1872.889, -1873.234, -1873.317, -1874.64, -1872.66, -1871.002, -1865.758, -1860.666, -1852.847, -1842.976, -1831.909, -1818.623, -1806.203, -1792.449, -1782.322, -1769.743, -1757.136, -1746.805, -1734.824, -1724.216, -1715.412, -1708.164, -1704.38, -1703.466, -1704.147, -1704.909, -1704.612, -1703.888, -1704.218, -1706.394, -1708.434, -1711.304, -1714.436, -1715.756, -1715.764, -1716.265, -1717.492, -1718.334, -1719.016, -1720.922, -1723.984, -1728.301, -1736.6, -1752.856, -1783.878, -1818.96, -1848.31, -1855.24, -1840.395, -1801.953, -1744.621, -1678.979, -1606.639, -1532.686, -1458.857, -1385.191, -1312.533, -1239.487, -1168.268, -1101.457, -1036.62, -974.064, -910.35, -844.901, -780.493, -714.596, -651.087, -588.45, -526.724, -465.161, -400.738, -361.785
FS_1_210_3, -157560.927, -622.949, -1052.894, -1177.457, -1237.447, -1281.647, -1321.916, -1355.7, -1384.88, -1422.141, -1472.035, -1527.519, -1583.929, -1636.516, -1681.85, -1720.786, -1754.617, -1782.023, -1804.925, -1824.852, -1843.387, -1860.615, -1874.814, -1885.883, -1896.93, -1904.201, -1907.967, -1909.953, -1910.732, -1914.311, -1913.275, -1911.379, -1907.3, -1904.002, -1899.41, -1896.864, -1890.516, -1883.397, -1873.758, -1865.021, -1855.076, -1842.248, -1829.912, -1818.72, -1808.478, -1798.076, -1787.653, -1777.084, -1768.304, -1760.652, -1753.9, -1749.316, -1746.848, -1746.275, -1747.633, -1748.807, -1748.007, -1748.183, -1750.8, -1753.516, -1755.622, -1758.436, -1760.968, -1762.973, -1763.371, -1761.972, -1761.074, -1762.105, -1765.336, -1769.538, -1775.493, -1785.873, -1806.061, -1840.952, -1876.49, -1899.767, -1899.88, -1874.913, -1827.105, -1762.181, -1690.733, -1615.796, -1539.328, -1462.296, -1385.706, -1310.442, -1236.4, -1165.803, -1099.005, -1032.34, -968.332, -904.318, -839.591, -773.48, -708.537, -644.107, -580.356, -516.825, -451.72, -379.607, -246.804
FS_1_210_4, -158567.827, -617.018, -1036.57, -1159.149, -1216.225, -1264.134, -1309.601, -1346.196, -1383.948, -1425.786, -1476.148, -1531.905, -1589.518, -1644.174, -1693.031, -1733.213, -1769.136, -1799.074, -1820.271, -1836.067, -1849.73, -1862.074, -1875.359, -1886.851, -1898.493, -1907.431, -1913.946, -1918.369, -1918.732, -1918.624, -1916.165, -1917.381, -1920.596, -1922.01, -1919.22, -1915.626, -1908.51, -1899.905, -1891.293, -1883.977, -1874.494, -1864.228, -1854.461, -1842.068, -1828.969, -1817.764, -1808.976, -1801.405, -1792.766, -1781.994, -1771.394, -1765.142, -1762.691, -1761.875, -1762.21, -1763.437, -1764.733, -1767.036, -1769.941, -1771.904, -1773.377, -1774.921, -1776.505, -1778.385, -1780.681, -1783.035, -1785.251, -1786.814, -1788.81, -1792.852, -1801.101, -1815.042, -1837.812, -1871.653, -1903.849, -1922.985, -1919.362, -1890.171, -1839.126, -1771.216, -1697.265, -1619.687, -1540.454, -1462.57, -1385.531, -1310.849, -1238.021, -1169.627, -1104.57, -1039.099, -974.694, -909.065, -841.877, -774.945, -709.531, -645.58, -581.232, -516.077, -448.54, -372.731, -209.99
FS_1_210_5, -159308.066, -595.024, -996.968, -1129.073, -1200.401, -1254.77, -1296.305, -1332.214, -1367.057, -1410.503, -1464.447, -1523.9, -1581.718, -1636.007, -1683.366, -1723.718, -1758.684, -1787.573, -1811.542, -1831.231, -1849.958, -1865.783, -1879.585, -1891.177, -1902.737, -1911.728, -1916.734, -1917.663, -1918.752, -1919.697, -1921.379, -1924.285, -1926.833, -1926.985, -1923.823, -1920.691, -1919.447, -1918.249, -1917.164, -1914.186, -1905.708, -1891.807, -1877.052, -1861.305, -1847.093, -1834.233, -1820.613, -1808.881, -1803.527, -1804.84, -1809.21, -1811.675, -1807.915, -1799.106, -1790.83, -1786.282, -1785.686, -1787.403, -1789.578, -1790.667, -1790.882, -1792.209, -1793.635, -1794.868, -1796.1, -1797.533, -1799.437, -1802.619, -1807.168, -1812.346, -1819.044, -1829.746, -1849.799, -1880.517, -1910.498, -1928.619, -1925.156, -1897.112, -1848.003, -1782.926, -1711.874, -1635.371, -1555.304, -1476.049, -1397.26, -1320.402, -1246.329, -1175.224, -1107.264, -1041.222, -977.845, -913.805, -847.447, -780.929, -716.352, -652.786, -587.842, -521.222, -451.937, -371.947, -176.67
